exp	round_num	agentid	currname	saidbefore	heardbefore	denovo	saidsofar	heardsofar
CBBB2018-156	1	156_8113	sarah	0	1	0	['jill']	['sarah']
CBBB2018-156	3	156_8113	jane	0	1	0	['jill', 'sarah', 'sarah']	['sarah', 'hether', 'jane']
CBBB2018-156	8	156_8113	jennifer	0	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	11	156_8113	jessica	0	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica']
CBBB2018-156	13	156_8113	jennifer	1	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jessica']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer']
CBBB2018-156	19	156_8113	jessica	1	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jessica', 'jennifer']
CBBB2018-156	20	156_8113	jennifer	1	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer']
CBBB2018-156	34	156_8113	na	0	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan']
CBBB2018-156	35	156_8113	jennifer	1	1	0	['jill', 'sarah', 'sarah', 'jane', 'jane', 'jane', 'jane', 'jane', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na']	['sarah', 'hether', 'jane', 'jennifer', 'sarah', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer']
CBBB2018-156	1	156_8377	jessica	0	0	1	['ashley']	['na']
CBBB2018-156	2	156_8377	megan	0	1	0	['ashley', 'jessica']	['na', 'megan']
CBBB2018-156	3	156_8377	jessica	1	1	0	['ashley', 'jessica', 'megan']	['na', 'megan', 'jessica']
CBBB2018-156	15	156_8377	jennifer	0	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na']
CBBB2018-156	16	156_8377	jessica	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica']
CBBB2018-156	17	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer']
CBBB2018-156	40	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan']
CBBB2018-156	45	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	47	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	48	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	50	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan']
CBBB2018-156	55	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer']
CBBB2018-156	56	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer']
CBBB2018-156	57	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan']
CBBB2018-156	59	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer']
CBBB2018-156	60	156_8377	jennifer	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	61	156_8377	megan	1	1	0	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer']
CBBB2018-156	62	156_8377	ireallyhatethisfuckjenniferfuckmegan	0	0	1	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan']
CBBB2018-156	63	156_8377	imgoingtoloseyoumoneyfuckyoumegan	0	0	1	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'ireallyhatethisfuckjenniferfuckmegan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan']
CBBB2018-156	64	156_8377	hitler	0	0	1	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'ireallyhatethisfuckjenniferfuckmegan', 'imgoingtoloseyoumoneyfuckyoumegan']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan']
CBBB2018-156	65	156_8377	theyaretryingtoseewhatwetypeandhowwecanbepersuadedvivalarebelion	0	0	1	['ashley', 'jessica', 'megan', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jessica', 'jennifer', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'ireallyhatethisfuckjenniferfuckmegan', 'imgoingtoloseyoumoneyfuckyoumegan', 'hitler']	['na', 'megan', 'jessica', 'jennifer', 'kate', 'megan', 'na', 'alice', 'jessica', 'na', 'alice', 'jennifer', 'jennifer', 'jennifer', 'na', 'jessica', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'megan', 'na', 'megan', 'megan', 'megan', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'megan', 'jennifer', 'jennifer', 'megan', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'megan', 'megan', 'megan', 'jennifer']
CBBB2018-156	1	156_8572	rachel	0	0	1	['julie']	['na']
CBBB2018-156	2	156_8572	julie	1	0	0	['julie', 'rachel']	['na', 'emily']
CBBB2018-156	3	156_8572	megan	0	1	0	['julie', 'rachel', 'julie']	['na', 'emily', 'megan']
CBBB2018-156	4	156_8572	jennifer	0	0	1	['julie', 'rachel', 'julie', 'megan']	['na', 'emily', 'megan', 'sarah']
CBBB2018-156	5	156_8572	emily	0	1	0	['julie', 'rachel', 'julie', 'megan', 'jennifer']	['na', 'emily', 'megan', 'sarah', 'brittney']
