exp	round_num	agentid	currname	saidbefore	heardbefore	denovo	saidsofar	heardsofar
CB2015-55	19	298	sophia	1	1	0	['oahsen', 'ktee', 'lorette', 'nicole', 'nicole', 'nicole', 'nicole', 'nicole', 'lorette', 'nicole', 'lorette', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'sophia', 'julia', 'julia']	['jennifer', 'jane', 'julia', 'jennifer', 'julia', 'julia', 'lisa', 'julia', 'jane', 'jane', 'julia', 'julia', 'sophia', 'julia', 'lisa', 'jane', 'jane', 'julia', 'jane']
CB2015-55	20	298	jane	0	1	0	['oahsen', 'ktee', 'lorette', 'nicole', 'nicole', 'nicole', 'nicole', 'nicole', 'lorette', 'nicole', 'lorette', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'sophia', 'julia', 'julia', 'sophia']	['jennifer', 'jane', 'julia', 'jennifer', 'julia', 'julia', 'lisa', 'julia', 'jane', 'jane', 'julia', 'julia', 'sophia', 'julia', 'lisa', 'jane', 'jane', 'julia', 'jane', 'jane']
CB2015-55	21	298	julia	1	1	0	['oahsen', 'ktee', 'lorette', 'nicole', 'nicole', 'nicole', 'nicole', 'nicole', 'lorette', 'nicole', 'lorette', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'sophia', 'julia', 'julia', 'sophia', 'jane']	['jennifer', 'jane', 'julia', 'jennifer', 'julia', 'julia', 'lisa', 'julia', 'jane', 'jane', 'julia', 'julia', 'sophia', 'julia', 'lisa', 'jane', 'jane', 'julia', 'jane', 'jane', 'jane']
CB2015-55	23	298	jane	1	1	0	['oahsen', 'ktee', 'lorette', 'nicole', 'nicole', 'nicole', 'nicole', 'nicole', 'lorette', 'nicole', 'lorette', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'sophia', 'julia', 'julia', 'sophia', 'jane', 'julia', 'julia']	['jennifer', 'jane', 'julia', 'jennifer', 'julia', 'julia', 'lisa', 'julia', 'jane', 'jane', 'julia', 'julia', 'sophia', 'julia', 'lisa', 'jane', 'jane', 'julia', 'jane', 'jane', 'jane', 'jane', 'julia']
CB2015-55	24	298	julia	1	1	0	['oahsen', 'ktee', 'lorette', 'nicole', 'nicole', 'nicole', 'nicole', 'nicole', 'lorette', 'nicole', 'lorette', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'sophia', 'julia', 'julia', 'sophia', 'jane', 'julia', 'julia', 'jane']	['jennifer', 'jane', 'julia', 'jennifer', 'julia', 'julia', 'lisa', 'julia', 'jane', 'jane', 'julia', 'julia', 'sophia', 'julia', 'lisa', 'jane', 'jane', 'julia', 'jane', 'jane', 'jane', 'jane', 'julia', 'lisa']
CB2015-55	1	286	nicole	0	0	1	['na']	['rachel']
CB2015-55	2	286	rachel	0	1	0	['na', 'nicole']	['rachel', 'lisa']
CB2015-55	3	286	lynn	0	0	1	['na', 'nicole', 'rachel']	['rachel', 'lisa', 'rachel']
CB2015-55	4	286	renee	0	0	1	['na', 'nicole', 'rachel', 'lynn']	['rachel', 'lisa', 'rachel', 'lisa']
CB2015-55	5	286	jeannine	0	0	1	['na', 'nicole', 'rachel', 'lynn', 'renee']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer']
CB2015-55	6	286	marilyn	0	0	1	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na']
CB2015-55	7	286	megan	0	0	1	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na']
CB2015-55	8	286	jennifer	0	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer']
CB2015-55	9	286	lynn	1	0	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na']
CB2015-55	10	286	jennifer	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer']
CB2015-55	11	286	lisa	0	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa']
CB2015-55	12	286	jennifer	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer', 'lisa']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa', 'jennifer']
CB2015-55	16	286	na	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'jennifer', 'jennifer']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer']
CB2015-55	17	286	jennifer	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'jennifer']
CB2015-55	20	286	lisa	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jennifer', 'jennifer', 'jennifer']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'na', 'lisa', 'lisa']
CB2015-55	21	286	jennifer	1	1	0	['na', 'nicole', 'rachel', 'lynn', 'renee', 'jeannine', 'marilyn', 'megan', 'jennifer', 'lynn', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'na', 'jennifer', 'jennifer', 'jennifer', 'lisa']	['rachel', 'lisa', 'rachel', 'lisa', 'jennifer', 'na', 'na', 'jennifer', 'na', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'lisa', 'jennifer', 'jennifer', 'na', 'lisa', 'lisa', 'na']
CB2015-55	9	283	lisa	0	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa']
CB2015-55	10	283	na	0	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'lisa']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa']
CB2015-55	11	283	lisa	1	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'lisa', 'na']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'rachel']
CB2015-55	17	283	jane	0	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'lisa', 'na', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'rachel', 'lisa', 'lisa', 'lisa', 'jane', 'jane', 'jane']
CB2015-55	24	283	na	1	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'lisa', 'na', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'jane', 'jane', 'jane', 'jane', 'jane', 'jane', 'jane']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'rachel', 'lisa', 'lisa', 'lisa', 'jane', 'jane', 'jane', 'na', 'jane', 'lisa', 'lisa', 'jane', 'jane', 'jane']
CB2015-55	25	283	jane	1	1	0	['rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'rachel', 'lisa', 'na', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'jane', 'jane', 'jane', 'jane', 'jane', 'jane', 'jane', 'na']	['na', 'rachel', 'na', 'jane', 'jane', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'rachel', 'lisa', 'lisa', 'lisa', 'jane', 'jane', 'jane', 'na', 'jane', 'lisa', 'lisa', 'jane', 'jane', 'jane', 'lisa']
CB2015-55	1	300	marie	0	1	0	['na']	['marie']
CB2015-55	2	300	jen	0	0	1	['na', 'marie']	['marie', 'lisa']
CB2015-55	4	300	lisa	0	1	0	['na', 'marie', 'jen', 'jen']	['marie', 'lisa', 'nicole', 'lisa']
CB2015-55	6	300	emily	0	0	1	['na', 'marie', 'jen', 'jen', 'lisa', 'lisa']	['marie', 'lisa', 'nicole', 'lisa', 'sarah', 'sarah']
CB2015-55	7	300	sarah	0	1	0	['na', 'marie', 'jen', 'jen', 'lisa', 'lisa', 'emily']	['marie', 'lisa', 'nicole', 'lisa', 'sarah', 'sarah', 'sarah']
CB2015-55	11	300	lisa	1	1	0	['na', 'marie', 'jen', 'jen', 'lisa', 'lisa', 'emily', 'sarah', 'sarah', 'sarah', 'sarah']	['marie', 'lisa', 'nicole', 'lisa', 'sarah', 'sarah', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa']
CB2015-55	12	300	sarah	1	1	0	['na', 'marie', 'jen', 'jen', 'lisa', 'lisa', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'lisa']	['marie', 'lisa', 'nicole', 'lisa', 'sarah', 'sarah', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'sarah']
CB2015-55	1	302	lisa	0	0	1	['marie']	['na']
CB2015-55	10	302	sarah	0	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah']
CB2015-55	12	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa']
CB2015-55	13	302	sophia	0	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia']
CB2015-55	15	302	julia	0	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia']
CB2015-55	16	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia']
CB2015-55	17	302	julia	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia']
CB2015-55	18	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia']
CB2015-55	20	302	sophia	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia']
CB2015-55	21	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa']
CB2015-55	22	302	sophia	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'julia']
CB2015-55	23	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia', 'lisa', 'sophia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'julia', 'lisa']
CB2015-55	25	302	julia	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia', 'lisa', 'sophia', 'lisa', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'julia', 'lisa', 'sophia', 'sarah']
CB2015-55	26	302	lisa	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia', 'lisa', 'sophia', 'lisa', 'lisa', 'julia']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'julia', 'lisa', 'sophia', 'sarah', 'julia']
CB2015-55	27	302	julia	1	1	0	['marie', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'lisa', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'lisa', 'sophia', 'lisa', 'sophia', 'lisa', 'lisa', 'julia', 'lisa']	['na', 'marie', 'julia', 'jen', 'julia', 'nicole', 'sophia', 'sophia', 'sarah', 'sarah', 'lisa', 'lisa', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'lisa', 'julia', 'lisa', 'julia', 'lisa', 'sophia', 'sarah', 'julia', 'jane']
CB2015-55	3	282	mary	0	0	1	['na', 'na', 'na']	['na', 'brooke', 'jessica']
CB2015-55	10	296	nikki	0	0	1	['na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na']	['na', 'lisa', 'lisa', 'jennifer', 'sarah', 'lisa', 'mary', 'sarah', 'julia', 'jane']
CB2015-55	15	296	julia	0	1	0	['na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'nikki', 'nikki', 'nikki', 'nikki', 'nikki']	['na', 'lisa', 'lisa', 'jennifer', 'sarah', 'lisa', 'mary', 'sarah', 'julia', 'jane', 'lisa', 'jane', 'mary', 'julia', 'sarah']
CB2015-55	16	296	sarah	0	1	0	['na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'na', 'nikki', 'nikki', 'nikki', 'nikki', 'nikki', 'julia']	['na', 'lisa', 'lisa', 'jennifer', 'sarah', 'lisa', 'mary', 'sarah', 'julia', 'jane', 'lisa', 'jane', 'mary', 'julia', 'sarah', 'sarah']
CB2015-55	7	287	nicole	0	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['emma', 'na', 'lorette', 'julia', 'nicole', 'nicole', 'nicole']
CB2015-55	8	287	julia	1	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'nicole']	['emma', 'na', 'lorette', 'julia', 'nicole', 'nicole', 'nicole', 'julia']
CB2015-55	12	287	lisa	0	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'nicole', 'julia', 'julia', 'julia', 'julia']	['emma', 'na', 'lorette', 'julia', 'nicole', 'nicole', 'nicole', 'julia', 'amanda', 'nicole', 'lisa', 'lisa']
CB2015-55	13	287	julia	1	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'nicole', 'julia', 'julia', 'julia', 'julia', 'lisa']	['emma', 'na', 'lorette', 'julia', 'nicole', 'nicole', 'nicole', 'julia', 'amanda', 'nicole', 'lisa', 'lisa', 'julia']
CB2015-55	1	297	sandra	0	0	1	['na']	['brooke']
CB2015-55	2	297	no match	0	0	1	['na', 'sandra']	['brooke', 'na']
CB2015-55	3	297	no response	0	0	1	['na', 'sandra', 'no match']	['brooke', 'na', 'na']
CB2015-55	4	297	sophia	0	1	0	['na', 'sandra', 'no match', 'no response']	['brooke', 'na', 'na', 'sophia']
CB2015-55	6	297	lisa	0	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa']
CB2015-55	19	297	sophia	1	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia']
CB2015-55	20	297	lisa	1	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sophia']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia', 'lisa']
CB2015-55	21	297	jane	0	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sophia', 'lisa']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia', 'lisa', 'jane']
CB2015-55	22	297	lisa	1	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sophia', 'lisa', 'jane']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia', 'lisa', 'jane', 'mary']
CB2015-55	23	297	mary	0	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sophia', 'lisa', 'jane', 'lisa']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia', 'lisa', 'jane', 'mary', 'mary']
CB2015-55	24	297	lisa	1	1	0	['na', 'sandra', 'no match', 'no response', 'sophia', 'sophia', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sophia', 'lisa', 'jane', 'lisa', 'mary']	['brooke', 'na', 'na', 'sophia', 'lisa', 'lisa', 'jane', 'sarah', 'sarah', 'jessica', 'jane', 'jane', 'na', 'julia', 'lisa', 'sarah', 'sophia', 'jane', 'sophia', 'lisa', 'jane', 'mary', 'mary', 'lisa']
CB2015-55	2	280	jessica	0	0	1	['brooke', 'brooke']	['na', 'na']
CB2015-55	3	280	amy	0	0	1	['brooke', 'brooke', 'jessica']	['na', 'na', 'na']
CB2015-55	4	280	amanda	0	0	1	['brooke', 'brooke', 'jessica', 'amy']	['na', 'na', 'na', 'mary']
CB2015-55	5	280	julie	0	0	1	['brooke', 'brooke', 'jessica', 'amy', 'amanda']	['na', 'na', 'na', 'mary', 'julia']
CB2015-55	6	280	julia	0	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie']	['na', 'na', 'na', 'mary', 'julia', 'na']
CB2015-55	7	280	jessica	1	0	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary']
CB2015-55	8	280	megan	0	0	1	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa']
CB2015-55	9	280	na	0	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary']
CB2015-55	10	280	julia	1	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa']
CB2015-55	12	280	lisa	0	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na', 'julia', 'julia']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa', 'lisa', 'lisa']
CB2015-55	13	280	mary	0	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na', 'julia', 'julia', 'lisa']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa', 'lisa', 'lisa', 'mary']
CB2015-55	15	280	julia	1	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na', 'julia', 'julia', 'lisa', 'mary', 'mary']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa', 'lisa', 'lisa', 'mary', 'mary', 'lisa']
CB2015-55	16	280	mary	1	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na', 'julia', 'julia', 'lisa', 'mary', 'mary', 'julia']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa', 'lisa', 'lisa', 'mary', 'mary', 'lisa', 'mary']
CB2015-55	25	280	julia	1	1	0	['brooke', 'brooke', 'jessica', 'amy', 'amanda', 'julie', 'julia', 'jessica', 'megan', 'na', 'julia', 'julia', 'lisa', 'mary', 'mary', 'julia', 'mary', 'mary', 'mary', 'mary', 'mary', 'mary', 'mary', 'mary', 'mary']	['na', 'na', 'na', 'mary', 'julia', 'na', 'mary', 'lisa', 'mary', 'lisa', 'lisa', 'lisa', 'mary', 'mary', 'lisa', 'mary', 'mary', 'mary', 'mary', 'mary', 'lisa', 'julia', 'sophia', 'julia', 'lisa']
CB2015-55	1	295	lisa	0	1	0	['sue']	['lisa']
CB2015-55	2	295	ann	0	0	1	['sue', 'lisa']	['lisa', 'nicole']
CB2015-55	3	295	lisa	1	1	0	['sue', 'lisa', 'ann']	['lisa', 'nicole', 'nicole']
CB2015-55	1	293	julie	0	0	1	['na']	['na']
CB2015-55	2	293	jennifer	0	1	0	['na', 'julie']	['na', 'jennifer']
CB2015-55	11	293	lisa	0	1	0	['na', 'julie', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer']	['na', 'jennifer', 'jennifer', 'jen', 'jennifer', 'na', 'julia', 'jennifer', 'lisa', 'lisa', 'lisa']
CB2015-55	13	293	sarah	0	1	0	['na', 'julie', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'lisa', 'lisa']	['na', 'jennifer', 'jennifer', 'jen', 'jennifer', 'na', 'julia', 'jennifer', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah']
CB2015-55	15	293	lisa	1	1	0	['na', 'julie', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'jennifer', 'lisa', 'lisa', 'sarah', 'sarah']	['na', 'jennifer', 'jennifer', 'jen', 'jennifer', 'na', 'julia', 'jennifer', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'na', 'lisa']
