NETWORK_SIZE,CONFED_PROP,PRIOR,UPDATE_SCALAR,FIRST_TIPPED
96,0.3,0.6,0.02,1000
96,0.3,0.6,0.07,1000
96,0.3,0.6,0.12,47
96,0.3,0.6,0.17,17
96,0.3,0.6,0.22,9
96,0.3,0.6,0.27,9
96,0.3,0.6,0.32,6
96,0.3,0.6,0.37,6
96,0.3,0.6,0.42,4
96,0.3,0.6,0.47,2
96,0.3,0.6,0.52,4
96,0.3,0.6,0.57,4
96,0.3,0.65,0.02,1000
96,0.3,0.65,0.07,1000
96,0.3,0.65,0.12,47
96,0.3,0.65,0.17,23
96,0.3,0.65,0.22,12
96,0.3,0.65,0.27,9
96,0.3,0.65,0.32,5
96,0.3,0.65,0.37,7
96,0.3,0.65,0.42,6
96,0.3,0.65,0.47,5
96,0.3,0.65,0.52,2
96,0.3,0.65,0.57,2
96,0.3,0.7,0.02,1000
96,0.3,0.7,0.07,1000
96,0.3,0.7,0.12,1000
96,0.3,0.7,0.17,53
96,0.3,0.7,0.22,17
96,0.3,0.7,0.27,12
96,0.3,0.7,0.32,12
96,0.3,0.7,0.37,6
96,0.3,0.7,0.42,8
96,0.3,0.7,0.47,6
96,0.3,0.7,0.52,7
96,0.3,0.7,0.57,5
96,0.3,0.75,0.02,1000
96,0.3,0.75,0.07,1000
96,0.3,0.75,0.12,1000
96,0.3,0.75,0.17,25
96,0.3,0.75,0.22,18
96,0.3,0.75,0.27,16
96,0.3,0.75,0.32,9
96,0.3,0.75,0.37,10
96,0.3,0.75,0.42,7
96,0.3,0.75,0.47,5
96,0.3,0.75,0.52,7
96,0.3,0.75,0.57,5
96,0.3,0.8,0.02,1000
96,0.3,0.8,0.07,1000
96,0.3,0.8,0.12,66
96,0.3,0.8,0.17,26
96,0.3,0.8,0.22,17
96,0.3,0.8,0.27,15
96,0.3,0.8,0.32,12
96,0.3,0.8,0.37,11
96,0.3,0.8,0.42,11
96,0.3,0.8,0.47,8
96,0.3,0.8,0.52,7
96,0.3,0.8,0.57,7
96,0.3,0.85,0.02,1000
96,0.3,0.85,0.07,1000
96,0.3,0.85,0.12,1000
96,0.3,0.85,0.17,44
96,0.3,0.85,0.22,25
96,0.3,0.85,0.27,19
96,0.3,0.85,0.32,17
96,0.3,0.85,0.37,14
96,0.3,0.85,0.42,10
96,0.3,0.85,0.47,9
96,0.3,0.85,0.52,10
96,0.3,0.85,0.57,6
96,0.3,0.9,0.02,1000
96,0.3,0.9,0.07,1000
96,0.3,0.9,0.12,1000
96,0.3,0.9,0.17,54
96,0.3,0.9,0.22,25
96,0.3,0.9,0.27,21
96,0.3,0.9,0.32,15
96,0.3,0.9,0.37,18
96,0.3,0.9,0.42,13
96,0.3,0.9,0.47,10
96,0.3,0.9,0.52,10
96,0.3,0.9,0.57,11
96,0.35,0.6,0.02,1000
96,0.35,0.6,0.07,34
96,0.35,0.6,0.12,12
96,0.35,0.6,0.17,8
96,0.35,0.6,0.22,5
96,0.35,0.6,0.27,6
96,0.35,0.6,0.32,3
96,0.35,0.6,0.37,4
96,0.35,0.6,0.42,2
96,0.35,0.6,0.47,2
96,0.35,0.6,0.52,2
96,0.35,0.6,0.57,2
96,0.35,0.65,0.02,1000
96,0.35,0.65,0.07,59
96,0.35,0.65,0.12,15
96,0.35,0.65,0.17,13
96,0.35,0.65,0.22,9
96,0.35,0.65,0.27,5
96,0.35,0.65,0.32,4
96,0.35,0.65,0.37,5
96,0.35,0.65,0.42,4
96,0.35,0.65,0.47,5
96,0.35,0.65,0.52,2
96,0.35,0.65,0.57,2
96,0.35,0.7,0.02,1000
96,0.35,0.7,0.07,70
96,0.35,0.7,0.12,36
96,0.35,0.7,0.17,15
96,0.35,0.7,0.22,12
96,0.35,0.7,0.27,10
96,0.35,0.7,0.32,8
96,0.35,0.7,0.37,4
96,0.35,0.7,0.42,4
96,0.35,0.7,0.47,4
96,0.35,0.7,0.52,5
96,0.35,0.7,0.57,4
96,0.35,0.75,0.02,1000
96,0.35,0.75,0.07,1000
96,0.35,0.75,0.12,30
96,0.35,0.75,0.17,18
96,0.35,0.75,0.22,13
96,0.35,0.75,0.27,9
96,0.35,0.75,0.32,7
96,0.35,0.75,0.37,7
96,0.35,0.75,0.42,6
96,0.35,0.75,0.47,4
96,0.35,0.75,0.52,6
96,0.35,0.75,0.57,5
96,0.35,0.8,0.02,1000
96,0.35,0.8,0.07,1000
96,0.35,0.8,0.12,41
96,0.35,0.8,0.17,19
96,0.35,0.8,0.22,17
96,0.35,0.8,0.27,11
96,0.35,0.8,0.32,8
96,0.35,0.8,0.37,9
96,0.35,0.8,0.42,7
96,0.35,0.8,0.47,8
96,0.35,0.8,0.52,5
96,0.35,0.8,0.57,6
96,0.35,0.85,0.02,1000
96,0.35,0.85,0.07,1000
96,0.35,0.85,0.12,39
96,0.35,0.85,0.17,19
96,0.35,0.85,0.22,18
96,0.35,0.85,0.27,14
96,0.35,0.85,0.32,11
96,0.35,0.85,0.37,10
96,0.35,0.85,0.42,8
96,0.35,0.85,0.47,7
96,0.35,0.85,0.52,9
96,0.35,0.85,0.57,4
96,0.35,0.9,0.02,1000
96,0.35,0.9,0.07,1000
96,0.35,0.9,0.12,43
96,0.35,0.9,0.17,28
96,0.35,0.9,0.22,17
96,0.35,0.9,0.27,15
96,0.35,0.9,0.32,13
96,0.35,0.9,0.37,13
96,0.35,0.9,0.42,7
96,0.35,0.9,0.47,8
96,0.35,0.9,0.52,7
96,0.35,0.9,0.57,10
96,0.4,0.6,0.02,1000
96,0.4,0.6,0.07,23
96,0.4,0.6,0.12,11
96,0.4,0.6,0.17,7
96,0.4,0.6,0.22,5
96,0.4,0.6,0.27,3
96,0.4,0.6,0.32,3
96,0.4,0.6,0.37,3
96,0.4,0.6,0.42,2
96,0.4,0.6,0.47,2
96,0.4,0.6,0.52,1
96,0.4,0.6,0.57,2
96,0.4,0.65,0.02,1000
96,0.4,0.65,0.07,33
96,0.4,0.65,0.12,15
96,0.4,0.65,0.17,9
96,0.4,0.65,0.22,7
96,0.4,0.65,0.27,5
96,0.4,0.65,0.32,4
96,0.4,0.65,0.37,4
96,0.4,0.65,0.42,3
96,0.4,0.65,0.47,4
96,0.4,0.65,0.52,2
96,0.4,0.65,0.57,2
96,0.4,0.7,0.02,1000
96,0.4,0.7,0.07,42
96,0.4,0.7,0.12,16
96,0.4,0.7,0.17,14
96,0.4,0.7,0.22,7
96,0.4,0.7,0.27,9
96,0.4,0.7,0.32,6
96,0.4,0.7,0.37,5
96,0.4,0.7,0.42,4
96,0.4,0.7,0.47,3
96,0.4,0.7,0.52,4
96,0.4,0.7,0.57,4
96,0.4,0.75,0.02,1000
96,0.4,0.75,0.07,38
96,0.4,0.75,0.12,22
96,0.4,0.75,0.17,14
96,0.4,0.75,0.22,10
96,0.4,0.75,0.27,10
96,0.4,0.75,0.32,6
96,0.4,0.75,0.37,6
96,0.4,0.75,0.42,4
96,0.4,0.75,0.47,4
96,0.4,0.75,0.52,4
96,0.4,0.75,0.57,4
96,0.4,0.8,0.02,1000
96,0.4,0.8,0.07,41
96,0.4,0.8,0.12,27
96,0.4,0.8,0.17,15
96,0.4,0.8,0.22,11
96,0.4,0.8,0.27,11
96,0.4,0.8,0.32,7
96,0.4,0.8,0.37,6
96,0.4,0.8,0.42,6
96,0.4,0.8,0.47,7
96,0.4,0.8,0.52,4
96,0.4,0.8,0.57,4
96,0.4,0.85,0.02,1000
96,0.4,0.85,0.07,63
96,0.4,0.85,0.12,25
96,0.4,0.85,0.17,16
96,0.4,0.85,0.22,12
96,0.4,0.85,0.27,10
96,0.4,0.85,0.32,8
96,0.4,0.85,0.37,8
96,0.4,0.85,0.42,6
96,0.4,0.85,0.47,6
96,0.4,0.85,0.52,6
96,0.4,0.85,0.57,4
96,0.4,0.9,0.02,1000
96,0.4,0.9,0.07,58
96,0.4,0.9,0.12,31
96,0.4,0.9,0.17,20
96,0.4,0.9,0.22,16
96,0.4,0.9,0.27,10
96,0.4,0.9,0.32,11
96,0.4,0.9,0.37,9
96,0.4,0.9,0.42,6
96,0.4,0.9,0.47,8
96,0.4,0.9,0.52,7
96,0.4,0.9,0.57,5
96,0.45,0.6,0.02,1000
96,0.45,0.6,0.07,14
96,0.45,0.6,0.12,7
96,0.45,0.6,0.17,7
96,0.45,0.6,0.22,1
96,0.45,0.6,0.27,3
96,0.45,0.6,0.32,3
96,0.45,0.6,0.37,3
96,0.45,0.6,0.42,2
96,0.45,0.6,0.47,2
96,0.45,0.6,0.52,2
96,0.45,0.6,0.57,2
96,0.45,0.65,0.02,1000
96,0.45,0.65,0.07,24
96,0.45,0.65,0.12,14
96,0.45,0.65,0.17,8
96,0.45,0.65,0.22,6
96,0.45,0.65,0.27,3
96,0.45,0.65,0.32,3
96,0.45,0.65,0.37,3
96,0.45,0.65,0.42,4
96,0.45,0.65,0.47,4
96,0.45,0.65,0.52,2
96,0.45,0.65,0.57,2
96,0.45,0.7,0.02,1000
96,0.45,0.7,0.07,31
96,0.45,0.7,0.12,14
96,0.45,0.7,0.17,9
96,0.45,0.7,0.22,6
96,0.45,0.7,0.27,7
96,0.45,0.7,0.32,4
96,0.45,0.7,0.37,4
96,0.45,0.7,0.42,1
96,0.45,0.7,0.47,3
96,0.45,0.7,0.52,4
96,0.45,0.7,0.57,3
96,0.45,0.75,0.02,1000
96,0.45,0.75,0.07,29
96,0.45,0.75,0.12,15
96,0.45,0.75,0.17,9
96,0.45,0.75,0.22,8
96,0.45,0.75,0.27,5
96,0.45,0.75,0.32,5
96,0.45,0.75,0.37,6
96,0.45,0.75,0.42,3
96,0.45,0.75,0.47,1
96,0.45,0.75,0.52,4
96,0.45,0.75,0.57,1
96,0.45,0.8,0.02,1000
96,0.45,0.8,0.07,42
96,0.45,0.8,0.12,17
96,0.45,0.8,0.17,12
96,0.45,0.8,0.22,9
96,0.45,0.8,0.27,8
96,0.45,0.8,0.32,6
96,0.45,0.8,0.37,6
96,0.45,0.8,0.42,5
96,0.45,0.8,0.47,5
96,0.45,0.8,0.52,1
96,0.45,0.8,0.57,1
96,0.45,0.85,0.02,1000
96,0.45,0.85,0.07,44
96,0.45,0.85,0.12,23
96,0.45,0.85,0.17,15
96,0.45,0.85,0.22,10
96,0.45,0.85,0.27,8
96,0.45,0.85,0.32,5
96,0.45,0.85,0.37,5
96,0.45,0.85,0.42,6
96,0.45,0.85,0.47,5
96,0.45,0.85,0.52,6
96,0.45,0.85,0.57,4
96,0.45,0.9,0.02,1000
96,0.45,0.9,0.07,42
96,0.45,0.9,0.12,22
96,0.45,0.9,0.17,14
96,0.45,0.9,0.22,12
96,0.45,0.9,0.27,8
96,0.45,0.9,0.32,6
96,0.45,0.9,0.37,7
96,0.45,0.9,0.42,6
96,0.45,0.9,0.47,6
96,0.45,0.9,0.52,4
96,0.45,0.9,0.57,3
